,Date,Origin Country Code,State of Entry,Total Arrivals,Male Arrivals,Female Arrivals,Nationality
12246,8/1/2020,CRI,Perak,0,0,0,Costa Rica
12247,8/1/2020,CRI,Perlis,0,0,0,Costa Rica
12248,8/1/2020,CRI,Pulau Pinang,0,0,0,Costa Rica
12249,8/1/2020,CRI,Sabah,0,0,0,Costa Rica
12250,8/1/2020,CRI,Sarawak,0,0,0,Costa Rica
12251,8/1/2020,CRI,Selangor,3,2,1,Costa Rica
12252,8/1/2020,CUB,Johor,0,0,0,Cuba
12253,8/1/2020,CUB,Kedah,0,0,0,Cuba
12254,8/1/2020,CUB,Perlis,0,0,0,Cuba
12255,8/1/2020,CUB,Pulau Pinang,0,0,0,Cuba
12256,8/1/2020,CUB,Sabah,0,0,0,Cuba
12257,8/1/2020,CUB,Sarawak,0,0,0,Cuba
12258,8/1/2020,CUB,Selangor,0,0,0,Cuba
12259,8/1/2020,CYP,Johor,0,0,0,Cyprus
12260,8/1/2020,CYP,Kedah,0,0,0,Cyprus
12261,8/1/2020,CYP,Perak,0,0,0,Cyprus
12262,8/1/2020,CYP,Perlis,0,0,0,Cyprus
12263,8/1/2020,CYP,Pulau Pinang,0,0,0,Cyprus
12264,8/1/2020,CYP,Sabah,0,0,0,Cyprus
12265,8/1/2020,CYP,Sarawak,0,0,0,Cyprus
12266,8/1/2020,CYP,Selangor,0,0,0,Cyprus
12267,8/1/2020,CZE,Johor,0,0,0,Czech Republic
12268,8/1/2020,CZE,Kedah,0,0,0,Czech Republic
12269,8/1/2020,CZE,Kelantan,0,0,0,Czech Republic
12270,8/1/2020,CZE,Melaka,0,0,0,Czech Republic
12271,8/1/2020,CZE,Negeri Sembilan,0,0,0,Czech Republic
12272,8/1/2020,CZE,Perak,0,0,0,Czech Republic
12273,8/1/2020,CZE,Perlis,0,0,0,Czech Republic
12274,8/1/2020,CZE,Pulau Pinang,0,0,0,Czech Republic
12275,8/1/2020,CZE,Sabah,0,0,0,Czech Republic
12276,8/1/2020,CZE,Sarawak,0,0,0,Czech Republic
12277,8/1/2020,CZE,Selangor,7,6,1,Czech Republic
12278,8/1/2020,CZE,W.P. Labuan,0,0,0,Czech Republic
12279,8/1/2020,DEU,Johor,0,0,0,Germany
12280,8/1/2020,DEU,Kedah,0,0,0,Germany
12281,8/1/2020,DEU,Kelantan,0,0,0,Germany
12282,8/1/2020,DEU,Melaka,0,0,0,Germany
12283,8/1/2020,DEU,Negeri Sembilan,0,0,0,Germany
12284,8/1/2020,DEU,Pahang,0,0,0,Germany
12285,8/1/2020,DEU,Perak,0,0,0,Germany
12286,8/1/2020,DEU,Perlis,0,0,0,Germany
12287,8/1/2020,DEU,Pulau Pinang,0,0,0,Germany
12288,8/1/2020,DEU,Sabah,0,0,0,Germany
12289,8/1/2020,DEU,Sarawak,0,0,0,Germany
12290,8/1/2020,DEU,Selangor,67,49,18,Germany
12291,8/1/2020,DEU,Terengganu,0,0,0,Germany
12292,8/1/2020,DEU,W.P. Labuan,0,0,0,Germany
12293,8/1/2020,DJI,Johor,0,0,0,Djibouti
12294,8/1/2020,DJI,Selangor,0,0,0,Djibouti
12295,8/1/2020,DMA,Johor,0,0,0,Dominica
12296,8/1/2020,DMA,Kedah,0,0,0,Dominica
12297,8/1/2020,DMA,Pulau Pinang,0,0,0,Dominica
12298,8/1/2020,DMA,Sabah,0,0,0,Dominica
12299,8/1/2020,DMA,Sarawak,0,0,0,Dominica
12300,8/1/2020,DMA,Selangor,0,0,0,Dominica
12301,8/1/2020,DMA,W.P. Labuan,0,0,0,Dominica
12302,8/1/2020,DNK,Johor,0,0,0,Denmark
12303,8/1/2020,DNK,Kedah,0,0,0,Denmark
12304,8/1/2020,DNK,Kelantan,0,0,0,Denmark
12305,8/1/2020,DNK,Melaka,0,0,0,Denmark
12306,8/1/2020,DNK,Negeri Sembilan,0,0,0,Denmark
12307,8/1/2020,DNK,Pahang,0,0,0,Denmark
12308,8/1/2020,DNK,Perak,0,0,0,Denmark
12309,8/1/2020,DNK,Perlis,0,0,0,Denmark
12310,8/1/2020,DNK,Pulau Pinang,0,0,0,Denmark
12311,8/1/2020,DNK,Sabah,0,0,0,Denmark
12312,8/1/2020,DNK,Sarawak,0,0,0,Denmark
12313,8/1/2020,DNK,Selangor,20,10,10,Denmark
12314,8/1/2020,DNK,W.P. Labuan,0,0,0,Denmark
12315,8/1/2020,DOM,Johor,0,0,0,Dominican Republic
12316,8/1/2020,DOM,Kedah,0,0,0,Dominican Republic
12317,8/1/2020,DOM,Perak,0,0,0,Dominican Republic
12318,8/1/2020,DOM,Perlis,0,0,0,Dominican Republic
12319,8/1/2020,DOM,Pulau Pinang,0,0,0,Dominican Republic
12320,8/1/2020,DOM,Sabah,0,0,0,Dominican Republic
12321,8/1/2020,DOM,Sarawak,0,0,0,Dominican Republic
12322,8/1/2020,DOM,Selangor,0,0,0,Dominican Republic
12323,8/1/2020,DZA,Johor,0,0,0,Algeria
12324,8/1/2020,DZA,Kedah,0,0,0,Algeria
12325,8/1/2020,DZA,Kelantan,0,0,0,Algeria
12326,8/1/2020,DZA,Melaka,0,0,0,Algeria
12327,8/1/2020,DZA,Perak,0,0,0,Algeria
12328,8/1/2020,DZA,Perlis,0,0,0,Algeria
12329,8/1/2020,DZA,Pulau Pinang,0,0,0,Algeria
12330,8/1/2020,DZA,Sabah,0,0,0,Algeria
12331,8/1/2020,DZA,Sarawak,0,0,0,Algeria
12332,8/1/2020,DZA,Selangor,5,4,1,Algeria
12333,8/1/2020,DZA,W.P. Labuan,0,0,0,Algeria
12334,8/1/2020,ECU,Johor,0,0,0,Ecuador
12335,8/1/2020,ECU,Kedah,0,0,0,Ecuador
12336,8/1/2020,ECU,Perak,0,0,0,Ecuador
12337,8/1/2020,ECU,Perlis,0,0,0,Ecuador
12338,8/1/2020,ECU,Pulau Pinang,0,0,0,Ecuador
12339,8/1/2020,ECU,Sabah,0,0,0,Ecuador
12340,8/1/2020,ECU,Sarawak,0,0,0,Ecuador
12341,8/1/2020,ECU,Selangor,0,0,0,Ecuador
12342,8/1/2020,EGY,Johor,0,0,0,Egypt
12343,8/1/2020,EGY,Kedah,0,0,0,Egypt
12344,8/1/2020,EGY,Kelantan,0,0,0,Egypt
12345,8/1/2020,EGY,Melaka,0,0,0,Egypt
12346,8/1/2020,EGY,Pahang,0,0,0,Egypt
12347,8/1/2020,EGY,Perak,0,0,0,Egypt
12348,8/1/2020,EGY,Perlis,0,0,0,Egypt
12349,8/1/2020,EGY,Pulau Pinang,0,0,0,Egypt
12350,8/1/2020,EGY,Sabah,1,1,0,Egypt
12351,8/1/2020,EGY,Sarawak,0,0,0,Egypt
12352,8/1/2020,EGY,Selangor,29,21,8,Egypt
12353,8/1/2020,EGY,Terengganu,0,0,0,Egypt
12354,8/1/2020,EGY,W.P. Labuan,0,0,0,Egypt
12355,8/1/2020,ERI,Johor,0,0,0,Eritrea
12356,8/1/2020,ERI,Pulau Pinang,0,0,0,Eritrea
12357,8/1/2020,ERI,Sabah,0,0,0,Eritrea
12358,8/1/2020,ERI,Selangor,0,0,0,Eritrea
12359,8/1/2020,ESP,Johor,0,0,0,Spain
12360,8/1/2020,ESP,Kedah,0,0,0,Spain
12361,8/1/2020,ESP,Kelantan,0,0,0,Spain
12362,8/1/2020,ESP,Melaka,0,0,0,Spain
12363,8/1/2020,ESP,Negeri Sembilan,0,0,0,Spain
12364,8/1/2020,ESP,Pahang,0,0,0,Spain
12365,8/1/2020,ESP,Perak,0,0,0,Spain
12366,8/1/2020,ESP,Perlis,0,0,0,Spain
12367,8/1/2020,ESP,Pulau Pinang,0,0,0,Spain
12368,8/1/2020,ESP,Sabah,0,0,0,Spain
12369,8/1/2020,ESP,Sarawak,0,0,0,Spain
12370,8/1/2020,ESP,Selangor,19,10,9,Spain
12371,8/1/2020,ESP,W.P. Labuan,0,0,0,Spain
12372,8/1/2020,EST,Johor,0,0,0,Estonia
12373,8/1/2020,EST,Kedah,0,0,0,Estonia
12374,8/1/2020,EST,Kelantan,0,0,0,Estonia
12375,8/1/2020,EST,Pahang,0,0,0,Estonia
12376,8/1/2020,EST,Perak,0,0,0,Estonia
12377,8/1/2020,EST,Perlis,0,0,0,Estonia
12378,8/1/2020,EST,Pulau Pinang,0,0,0,Estonia
12379,8/1/2020,EST,Sabah,0,0,0,Estonia
12380,8/1/2020,EST,Sarawak,0,0,0,Estonia
12381,8/1/2020,EST,Selangor,1,1,0,Estonia
12382,8/1/2020,EST,W.P. Labuan,0,0,0,Estonia
12383,8/1/2020,ETH,Johor,0,0,0,Ethiopia
12384,8/1/2020,ETH,Kedah,0,0,0,Ethiopia
12385,8/1/2020,ETH,Pulau Pinang,0,0,0,Ethiopia
12386,8/1/2020,ETH,Sarawak,0,0,0,Ethiopia
12387,8/1/2020,ETH,Selangor,2,1,1,Ethiopia
12388,8/1/2020,FIN,Johor,0,0,0,Finland
12389,8/1/2020,FIN,Kedah,0,0,0,Finland
12390,8/1/2020,FIN,Kelantan,0,0,0,Finland
12391,8/1/2020,FIN,Melaka,0,0,0,Finland
12392,8/1/2020,FIN,Negeri Sembilan,0,0,0,Finland
12393,8/1/2020,FIN,Pahang,0,0,0,Finland
12394,8/1/2020,FIN,Perak,0,0,0,Finland
12395,8/1/2020,FIN,Perlis,0,0,0,Finland
12396,8/1/2020,FIN,Pulau Pinang,0,0,0,Finland
12397,8/1/2020,FIN,Sabah,0,0,0,Finland
12398,8/1/2020,FIN,Sarawak,0,0,0,Finland
12399,8/1/2020,FIN,Selangor,10,5,5,Finland
12400,8/1/2020,FIN,W.P. Labuan,0,0,0,Finland
12401,8/1/2020,FJI,Johor,0,0,0,Fiji
12402,8/1/2020,FJI,Kedah,0,0,0,Fiji
12403,8/1/2020,FJI,Kelantan,0,0,0,Fiji
12404,8/1/2020,FJI,Perak,0,0,0,Fiji
12405,8/1/2020,FJI,Perlis,0,0,0,Fiji
12406,8/1/2020,FJI,Pulau Pinang,0,0,0,Fiji
12407,8/1/2020,FJI,Sabah,0,0,0,Fiji
12408,8/1/2020,FJI,Sarawak,0,0,0,Fiji
12409,8/1/2020,FJI,Selangor,1,1,0,Fiji
12410,8/1/2020,FRA,Johor,0,0,0,France
12411,8/1/2020,FRA,Kedah,0,0,0,France
12412,8/1/2020,FRA,Kelantan,0,0,0,France
12413,8/1/2020,FRA,Melaka,0,0,0,France
12414,8/1/2020,FRA,Negeri Sembilan,0,0,0,France
12415,8/1/2020,FRA,Pahang,0,0,0,France
12416,8/1/2020,FRA,Perak,0,0,0,France
12417,8/1/2020,FRA,Perlis,0,0,0,France
12418,8/1/2020,FRA,Pulau Pinang,0,0,0,France
12419,8/1/2020,FRA,Sabah,1,1,0,France
12420,8/1/2020,FRA,Sarawak,0,0,0,France
12421,8/1/2020,FRA,Selangor,120,72,48,France
12422,8/1/2020,FRA,Terengganu,0,0,0,France
12423,8/1/2020,FRA,W.P. Labuan,0,0,0,France
12424,8/1/2020,FSM,Johor,0,0,0,"Micronesia, Federated States of"
12425,8/1/2020,FSM,Pulau Pinang,0,0,0,"Micronesia, Federated States of"
12426,8/1/2020,FSM,Selangor,0,0,0,"Micronesia, Federated States of"
12427,8/1/2020,GAB,Johor,0,0,0,Gabon
12428,8/1/2020,GAB,Pulau Pinang,0,0,0,Gabon
12429,8/1/2020,GAB,Sarawak,0,0,0,Gabon
12430,8/1/2020,GAB,Selangor,1,1,0,Gabon
12431,8/1/2020,GBR,Johor,6,5,1,United Kingdom
12432,8/1/2020,GBR,Kedah,0,0,0,United Kingdom
12433,8/1/2020,GBR,Kelantan,0,0,0,United Kingdom
12434,8/1/2020,GBR,Melaka,0,0,0,United Kingdom
12435,8/1/2020,GBR,Negeri Sembilan,0,0,0,United Kingdom
12436,8/1/2020,GBR,Pahang,0,0,0,United Kingdom
12437,8/1/2020,GBR,Perak,1,1,0,United Kingdom
12438,8/1/2020,GBR,Perlis,0,0,0,United Kingdom
12439,8/1/2020,GBR,Pulau Pinang,0,0,0,United Kingdom
12440,8/1/2020,GBR,Sabah,3,1,2,United Kingdom
12441,8/1/2020,GBR,Sarawak,2,0,2,United Kingdom
12442,8/1/2020,GBR,Selangor,353,217,136,United Kingdom
12443,8/1/2020,GBR,Terengganu,0,0,0,United Kingdom
12444,8/1/2020,GBR,W.P. Labuan,0,0,0,United Kingdom
12445,8/1/2020,GEO,Johor,0,0,0,Georgia
12446,8/1/2020,GEO,Kedah,0,0,0,Georgia
12447,8/1/2020,GEO,Melaka,0,0,0,Georgia
12448,8/1/2020,GEO,Perak,0,0,0,Georgia
12449,8/1/2020,GEO,Perlis,0,0,0,Georgia
12450,8/1/2020,GEO,Pulau Pinang,0,0,0,Georgia
12451,8/1/2020,GEO,Sabah,0,0,0,Georgia
12452,8/1/2020,GEO,Sarawak,0,0,0,Georgia
12453,8/1/2020,GEO,Selangor,3,3,0,Georgia
12454,8/1/2020,GHA,Johor,0,0,0,Ghana
12455,8/1/2020,GHA,Kedah,0,0,0,Ghana
12456,8/1/2020,GHA,Kelantan,0,0,0,Ghana
12457,8/1/2020,GHA,Pulau Pinang,0,0,0,Ghana
12458,8/1/2020,GHA,Sabah,0,0,0,Ghana
12459,8/1/2020,GHA,Sarawak,0,0,0,Ghana
12460,8/1/2020,GHA,Selangor,0,0,0,Ghana
12461,8/1/2020,GIB,Johor,0,0,0,Gibraltar
12462,8/1/2020,GIB,Sarawak,0,0,0,Gibraltar
12463,8/1/2020,GIN,Johor,0,0,0,Guinea
12464,8/1/2020,GIN,Kedah,0,0,0,Guinea
12465,8/1/2020,GIN,Kelantan,0,0,0,Guinea
12466,8/1/2020,GIN,Perlis,0,0,0,Guinea
12467,8/1/2020,GIN,Pulau Pinang,0,0,0,Guinea
12468,8/1/2020,GIN,Sabah,0,0,0,Guinea
12469,8/1/2020,GIN,Sarawak,0,0,0,Guinea
12470,8/1/2020,GIN,Selangor,0,0,0,Guinea
12471,8/1/2020,GLP,Selangor,0,0,0,Guadeloupe
12472,8/1/2020,GMB,Johor,0,0,0,Gambia
12473,8/1/2020,GMB,Kedah,0,0,0,Gambia
12474,8/1/2020,GMB,Kelantan,0,0,0,Gambia
12475,8/1/2020,GMB,Pulau Pinang,0,0,0,Gambia
12476,8/1/2020,GMB,Sabah,0,0,0,Gambia
12477,8/1/2020,GMB,Sarawak,0,0,0,Gambia
12478,8/1/2020,GMB,Selangor,0,0,0,Gambia
12479,8/1/2020,GNB,Johor,0,0,0,Guinea-Bissau
12480,8/1/2020,GNB,Selangor,0,0,0,Guinea-Bissau
12481,8/1/2020,GNQ,Johor,0,0,0,Equatorial Guinea
12482,8/1/2020,GNQ,Selangor,0,0,0,Equatorial Guinea
12483,8/1/2020,GRC,Johor,0,0,0,Greece
12484,8/1/2020,GRC,Kedah,0,0,0,Greece
12485,8/1/2020,GRC,Kelantan,0,0,0,Greece
12486,8/1/2020,GRC,Melaka,0,0,0,Greece
12487,8/1/2020,GRC,Negeri Sembilan,0,0,0,Greece
12488,8/1/2020,GRC,Pahang,0,0,0,Greece
12489,8/1/2020,GRC,Perak,0,0,0,Greece
12490,8/1/2020,GRC,Perlis,0,0,0,Greece
12491,8/1/2020,GRC,Pulau Pinang,0,0,0,Greece
12492,8/1/2020,GRC,Sabah,0,0,0,Greece
12493,8/1/2020,GRC,Sarawak,0,0,0,Greece
12494,8/1/2020,GRC,Selangor,15,14,1,Greece
12495,8/1/2020,GRD,Johor,0,0,0,Grenada
12496,8/1/2020,GRD,Kedah,0,0,0,Grenada
12497,8/1/2020,GRD,Pulau Pinang,0,0,0,Grenada
12498,8/1/2020,GRD,Sabah,0,0,0,Grenada
12499,8/1/2020,GRD,Sarawak,0,0,0,Grenada
12500,8/1/2020,GRD,Selangor,0,0,0,Grenada
12501,8/1/2020,GRL,Johor,0,0,0,Greenland
12502,8/1/2020,GRL,Selangor,0,0,0,Greenland
12503,8/1/2020,GTM,Johor,0,0,0,Guatemala
12504,8/1/2020,GTM,Kedah,0,0,0,Guatemala
12505,8/1/2020,GTM,Pahang,0,0,0,Guatemala
12506,8/1/2020,GTM,Perak,0,0,0,Guatemala
12507,8/1/2020,GTM,Pulau Pinang,0,0,0,Guatemala
12508,8/1/2020,GTM,Sabah,0,0,0,Guatemala
12509,8/1/2020,GTM,Sarawak,0,0,0,Guatemala
12510,8/1/2020,GTM,Selangor,0,0,0,Guatemala
12511,8/1/2020,GTM,W.P. Labuan,0,0,0,Guatemala
12512,8/1/2020,GUY,Johor,0,0,0,Guyana
12513,8/1/2020,GUY,Kedah,0,0,0,Guyana
12514,8/1/2020,GUY,Pulau Pinang,0,0,0,Guyana
12515,8/1/2020,GUY,Sarawak,0,0,0,Guyana
12516,8/1/2020,GUY,Selangor,0,0,0,Guyana
12517,8/1/2020,HKG,Johor,0,0,0,Hong Kong
12518,8/1/2020,HKG,Kedah,0,0,0,Hong Kong
12519,8/1/2020,HKG,Kelantan,0,0,0,Hong Kong
12520,8/1/2020,HKG,Pahang,0,0,0,Hong Kong
12521,8/1/2020,HKG,Perak,1,0,1,Hong Kong
12522,8/1/2020,HKG,Perlis,0,0,0,Hong Kong
12523,8/1/2020,HKG,Pulau Pinang,0,0,0,Hong Kong
12524,8/1/2020,HKG,Sabah,0,0,0,Hong Kong
12525,8/1/2020,HKG,Sarawak,1,1,0,Hong Kong
12526,8/1/2020,HKG,Selangor,0,0,0,Hong Kong
12527,8/1/2020,HKG,Terengganu,0,0,0,Hong Kong
12528,8/1/2020,HMD,Johor,0,0,0,Heard Island and McDonald Islands
12529,8/1/2020,HND,Johor,0,0,0,Honduras
12530,8/1/2020,HND,Kedah,0,0,0,Honduras
12531,8/1/2020,HND,Perak,0,0,0,Honduras
12532,8/1/2020,HND,Pulau Pinang,0,0,0,Honduras
12533,8/1/2020,HND,Sabah,0,0,0,Honduras
12534,8/1/2020,HND,Sarawak,0,0,0,Honduras
12535,8/1/2020,HND,Selangor,0,0,0,Honduras
12536,8/1/2020,HRV,Johor,4,4,0,Croatia
12537,8/1/2020,HRV,Kedah,0,0,0,Croatia
12538,8/1/2020,HRV,Kelantan,0,0,0,Croatia
12539,8/1/2020,HRV,Melaka,0,0,0,Croatia
12540,8/1/2020,HRV,Pahang,0,0,0,Croatia
12541,8/1/2020,HRV,Perak,0,0,0,Croatia
12542,8/1/2020,HRV,Perlis,0,0,0,Croatia
12543,8/1/2020,HRV,Pulau Pinang,0,0,0,Croatia
12544,8/1/2020,HRV,Sabah,0,0,0,Croatia
12545,8/1/2020,HRV,Sarawak,0,0,0,Croatia
12546,8/1/2020,HRV,Selangor,20,19,1,Croatia
12547,8/1/2020,HTI,Johor,0,0,0,Haiti
12548,8/1/2020,HTI,Kedah,0,0,0,Haiti
12549,8/1/2020,HTI,Kelantan,0,0,0,Haiti
12550,8/1/2020,HTI,Perak,0,0,0,Haiti
12551,8/1/2020,HTI,Pulau Pinang,0,0,0,Haiti
12552,8/1/2020,HTI,Sabah,0,0,0,Haiti
12553,8/1/2020,HTI,Selangor,0,0,0,Haiti
12554,8/1/2020,HUN,Johor,0,0,0,Hungary
12555,8/1/2020,HUN,Kedah,0,0,0,Hungary
12556,8/1/2020,HUN,Kelantan,0,0,0,Hungary
12557,8/1/2020,HUN,Pahang,0,0,0,Hungary
12558,8/1/2020,HUN,Perak,0,0,0,Hungary
12559,8/1/2020,HUN,Perlis,0,0,0,Hungary
12560,8/1/2020,HUN,Pulau Pinang,0,0,0,Hungary
12561,8/1/2020,HUN,Sabah,0,0,0,Hungary
12562,8/1/2020,HUN,Sarawak,0,0,0,Hungary
12563,8/1/2020,HUN,Selangor,8,5,3,Hungary
12564,8/1/2020,HUN,W.P. Labuan,0,0,0,Hungary
12565,8/1/2020,IDN,Johor,162,139,23,Indonesia
12566,8/1/2020,IDN,Kedah,3,3,0,Indonesia
12567,8/1/2020,IDN,Kelantan,0,0,0,Indonesia
12568,8/1/2020,IDN,Melaka,0,0,0,Indonesia
12569,8/1/2020,IDN,Negeri Sembilan,0,0,0,Indonesia
12570,8/1/2020,IDN,Pahang,0,0,0,Indonesia
12571,8/1/2020,IDN,Perak,0,0,0,Indonesia
12572,8/1/2020,IDN,Perlis,5,4,1,Indonesia
12573,8/1/2020,IDN,Pulau Pinang,5,2,3,Indonesia
12574,8/1/2020,IDN,Sabah,9,3,6,Indonesia
12575,8/1/2020,IDN,Sarawak,516,456,60,Indonesia
12576,8/1/2020,IDN,Selangor,589,351,238,Indonesia
12577,8/1/2020,IDN,Terengganu,0,0,0,Indonesia
12578,8/1/2020,IDN,W.P. Labuan,0,0,0,Indonesia
12579,8/1/2020,IND,Johor,75,74,1,India
12580,8/1/2020,IND,Kedah,0,0,0,India
12581,8/1/2020,IND,Kelantan,0,0,0,India
12582,8/1/2020,IND,Melaka,0,0,0,India
12583,8/1/2020,IND,Negeri Sembilan,0,0,0,India
12584,8/1/2020,IND,Pahang,0,0,0,India
12585,8/1/2020,IND,Perak,0,0,0,India
12586,8/1/2020,IND,Perlis,0,0,0,India
12587,8/1/2020,IND,Pulau Pinang,0,0,0,India
12588,8/1/2020,IND,Sabah,1,0,1,India
12589,8/1/2020,IND,Sarawak,0,0,0,India
12590,8/1/2020,IND,Selangor,689,427,262,India
12591,8/1/2020,IND,Terengganu,0,0,0,India
12592,8/1/2020,IND,W.P. Labuan,0,0,0,India
12593,8/1/2020,IOT,Pulau Pinang,0,0,0,British Indian Ocean Territory
12594,8/1/2020,IOT,Selangor,0,0,0,British Indian Ocean Territory
12595,8/1/2020,IRL,Johor,0,0,0,Ireland
12596,8/1/2020,IRL,Kedah,0,0,0,Ireland
12597,8/1/2020,IRL,Kelantan,0,0,0,Ireland
12598,8/1/2020,IRL,Negeri Sembilan,0,0,0,Ireland
12599,8/1/2020,IRL,Pahang,0,0,0,Ireland
12600,8/1/2020,IRL,Perak,0,0,0,Ireland
12601,8/1/2020,IRL,Perlis,0,0,0,Ireland
12602,8/1/2020,IRL,Pulau Pinang,0,0,0,Ireland
12603,8/1/2020,IRL,Sabah,0,0,0,Ireland
12604,8/1/2020,IRL,Sarawak,0,0,0,Ireland
12605,8/1/2020,IRL,Selangor,22,14,8,Ireland
12606,8/1/2020,IRL,Terengganu,0,0,0,Ireland
12607,8/1/2020,IRL,W.P. Labuan,0,0,0,Ireland
12608,8/1/2020,IRN,Johor,0,0,0,Iran
12609,8/1/2020,IRN,Kedah,0,0,0,Iran
12610,8/1/2020,IRN,Kelantan,0,0,0,Iran
12611,8/1/2020,IRN,Perak,0,0,0,Iran
12612,8/1/2020,IRN,Perlis,0,0,0,Iran
12613,8/1/2020,IRN,Pulau Pinang,0,0,0,Iran
12614,8/1/2020,IRN,Sabah,0,0,0,Iran
12615,8/1/2020,IRN,Sarawak,1,0,1,Iran
12616,8/1/2020,IRN,Selangor,23,10,13,Iran
12617,8/1/2020,IRN,W.P. Labuan,0,0,0,Iran
12618,8/1/2020,IRQ,Johor,0,0,0,Iraq
12619,8/1/2020,IRQ,Kedah,0,0,0,Iraq
12620,8/1/2020,IRQ,Kelantan,0,0,0,Iraq
12621,8/1/2020,IRQ,Melaka,0,0,0,Iraq
12622,8/1/2020,IRQ,Pahang,0,0,0,Iraq
12623,8/1/2020,IRQ,Perak,0,0,0,Iraq
12624,8/1/2020,IRQ,Perlis,0,0,0,Iraq
12625,8/1/2020,IRQ,Pulau Pinang,0,0,0,Iraq
12626,8/1/2020,IRQ,Sabah,0,0,0,Iraq
12627,8/1/2020,IRQ,Sarawak,0,0,0,Iraq
12628,8/1/2020,IRQ,Selangor,10,10,0,Iraq
12629,8/1/2020,ISL,Johor,0,0,0,Iceland
12630,8/1/2020,ISL,Kedah,0,0,0,Iceland
12631,8/1/2020,ISL,Kelantan,0,0,0,Iceland
12632,8/1/2020,ISL,Perak,0,0,0,Iceland
12633,8/1/2020,ISL,Perlis,0,0,0,Iceland
12634,8/1/2020,ISL,Pulau Pinang,0,0,0,Iceland
12635,8/1/2020,ISL,Sabah,0,0,0,Iceland
12636,8/1/2020,ISL,Sarawak,0,0,0,Iceland
12637,8/1/2020,ISL,Selangor,0,0,0,Iceland
12638,8/1/2020,ISL,W.P. Labuan,0,0,0,Iceland
12639,8/1/2020,ISR,Pulau Pinang,0,0,0,Israel
12640,8/1/2020,ITA,Johor,0,0,0,Italy
12641,8/1/2020,ITA,Kedah,0,0,0,Italy
12642,8/1/2020,ITA,Kelantan,0,0,0,Italy
12643,8/1/2020,ITA,Melaka,0,0,0,Italy
12644,8/1/2020,ITA,Negeri Sembilan,0,0,0,Italy
12645,8/1/2020,ITA,Pahang,0,0,0,Italy
12646,8/1/2020,ITA,Perak,1,1,0,Italy
12647,8/1/2020,ITA,Perlis,0,0,0,Italy
12648,8/1/2020,ITA,Pulau Pinang,0,0,0,Italy
12649,8/1/2020,ITA,Sabah,0,0,0,Italy
12650,8/1/2020,ITA,Sarawak,0,0,0,Italy
12651,8/1/2020,ITA,Selangor,17,15,2,Italy
12652,8/1/2020,ITA,W.P. Labuan,0,0,0,Italy
12653,8/1/2020,JAM,Johor,0,0,0,Jamaica
12654,8/1/2020,JAM,Kedah,0,0,0,Jamaica
12655,8/1/2020,JAM,Perak,0,0,0,Jamaica
12656,8/1/2020,JAM,Pulau Pinang,0,0,0,Jamaica
12657,8/1/2020,JAM,Sabah,0,0,0,Jamaica
12658,8/1/2020,JAM,Sarawak,0,0,0,Jamaica
12659,8/1/2020,JAM,Selangor,0,0,0,Jamaica
12660,8/1/2020,JAM,W.P. Labuan,0,0,0,Jamaica
12661,8/1/2020,JOR,Johor,0,0,0,Jordan
12662,8/1/2020,JOR,Kedah,0,0,0,Jordan
12663,8/1/2020,JOR,Kelantan,0,0,0,Jordan
12664,8/1/2020,JOR,Melaka,0,0,0,Jordan
12665,8/1/2020,JOR,Perlis,0,0,0,Jordan
12666,8/1/2020,JOR,Pulau Pinang,0,0,0,Jordan
12667,8/1/2020,JOR,Sabah,1,1,0,Jordan
12668,8/1/2020,JOR,Sarawak,0,0,0,Jordan
12669,8/1/2020,JOR,Selangor,6,4,2,Jordan
12670,8/1/2020,JOR,W.P. Labuan,0,0,0,Jordan
12671,8/1/2020,JPN,Johor,6,6,0,Japan
12672,8/1/2020,JPN,Kedah,1,1,0,Japan
12673,8/1/2020,JPN,Kelantan,0,0,0,Japan
12674,8/1/2020,JPN,Melaka,0,0,0,Japan
12675,8/1/2020,JPN,Negeri Sembilan,0,0,0,Japan
12676,8/1/2020,JPN,Pahang,0,0,0,Japan
12677,8/1/2020,JPN,Perak,0,0,0,Japan
12678,8/1/2020,JPN,Perlis,0,0,0,Japan
12679,8/1/2020,JPN,Pulau Pinang,0,0,0,Japan
12680,8/1/2020,JPN,Sabah,2,1,1,Japan
12681,8/1/2020,JPN,Sarawak,0,0,0,Japan
12682,8/1/2020,JPN,Selangor,408,274,134,Japan
12683,8/1/2020,JPN,W.P. Labuan,0,0,0,Japan
12684,8/1/2020,KAZ,Johor,0,0,0,Kazakhstan
12685,8/1/2020,KAZ,Kedah,0,0,0,Kazakhstan
12686,8/1/2020,KAZ,Kelantan,0,0,0,Kazakhstan
12687,8/1/2020,KAZ,Melaka,0,0,0,Kazakhstan
12688,8/1/2020,KAZ,Perak,0,0,0,Kazakhstan
12689,8/1/2020,KAZ,Perlis,0,0,0,Kazakhstan
12690,8/1/2020,KAZ,Pulau Pinang,0,0,0,Kazakhstan
12691,8/1/2020,KAZ,Sabah,1,0,1,Kazakhstan
12692,8/1/2020,KAZ,Sarawak,0,0,0,Kazakhstan
12693,8/1/2020,KAZ,Selangor,18,10,8,Kazakhstan
12694,8/1/2020,KAZ,W.P. Labuan,0,0,0,Kazakhstan
12695,8/1/2020,KEN,Johor,0,0,0,Kenya
